"수계별(1)","수계별(2)",항목,2020.01,2020.02,2020.03
"영산강","담양댐2",비소 As (㎎/ℓ),-,-,0.00000
"영산강","담양댐2",수은 Hg (㎎/ℓ),-,-,0.0000000
"영산강","장성댐1",생물화학적산소요구량 BOD (㎎/ℓ),0.4,0.4,0.6
"영산강","장성댐1",용존산소 DO (㎎/ℓ),8.0,11.7,13.1
"영산강","장성댐1",수온 (℃),7.5,4.4,7.0
"영산강","장성댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"영산강","장성댐1",시안 CN (㎎/ℓ),-,-,0.00
"영산강","장성댐1",납 Pb (㎎/ℓ),-,-,0.00000
"영산강","장성댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"영산강","장성댐1",비소 As (㎎/ℓ),-,-,0.00000
"영산강","장성댐1",수은 Hg (㎎/ℓ),-,-,0.0000000
"영산강","장성댐2",생물화학적산소요구량 BOD (㎎/ℓ),0.5,0.6,0.9
"영산강","장성댐2",용존산소 DO (㎎/ℓ),9.5,12.3,13.0
"영산강","장성댐2",수온 (℃),7.3,4.5,7.5
"영산강","장성댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"영산강","장성댐2",시안 CN (㎎/ℓ),-,-,0.00
"영산강","장성댐2",납 Pb (㎎/ℓ),-,-,0.00000
"영산강","장성댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"영산강","장성댐2",비소 As (㎎/ℓ),-,-,0.00000
"영산강","장성댐2",수은 Hg (㎎/ℓ),-,-,0.0000000
"영산강","광주댐1",생물화학적산소요구량 BOD (㎎/ℓ),0.4,0.5,0.5
"영산강","광주댐1",용존산소 DO (㎎/ℓ),14.7,12.6,11.3
"영산강","광주댐1",수온 (℃),4.4,5.7,7.9
"영산강","광주댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"영산강","광주댐1",시안 CN (㎎/ℓ),-,-,0.00
"영산강","광주댐1",납 Pb (㎎/ℓ),-,-,0.00000
"영산강","광주댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"영산강","광주댐1",비소 As (㎎/ℓ),-,-,0.00000
"영산강","광주댐1",수은 Hg (㎎/ℓ),-,-,0.0000000
"영산강","광주댐2",생물화학적산소요구량 BOD (㎎/ℓ),0.5,0.5,0.7
"영산강","광주댐2",용존산소 DO (㎎/ℓ),14.8,14.4,11.7
"영산강","광주댐2",수온 (℃),4.5,3.8,9.0
"영산강","광주댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"영산강","광주댐2",시안 CN (㎎/ℓ),-,-,0.00
"영산강","광주댐2",납 Pb (㎎/ℓ),-,-,0.00000
"영산강","광주댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"영산강","광주댐2",비소 As (㎎/ℓ),-,-,0.00000
"영산강","광주댐2",수은 Hg (㎎/ℓ),-,-,0.0000000
"영산강","나주댐1",생물화학적산소요구량 BOD (㎎/ℓ),0.4,0.6,0.5
"영산강","나주댐1",용존산소 DO (㎎/ℓ),12.6,12.0,14.6
"영산강","나주댐1",수온 (℃),5.9,5.9,6.5
"영산강","나주댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"영산강","나주댐1",시안 CN (㎎/ℓ),-,-,0.00
"영산강","나주댐1",납 Pb (㎎/ℓ),-,-,0.00000
"영산강","나주댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"영산강","나주댐1",비소 As (㎎/ℓ),-,-,0.00000
"영산강","나주댐1",수은 Hg (㎎/ℓ),-,-,0.0000000
"영산강","나주댐2",생물화학적산소요구량 BOD (㎎/ℓ),0.5,0.5,0.6
"영산강","나주댐2",용존산소 DO (㎎/ℓ),12.5,12.0,14.9
"영산강","나주댐2",수온 (℃),5.7,5.9,6.7
"영산강","나주댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"영산강","나주댐2",시안 CN (㎎/ℓ),-,-,0.00
"영산강","나주댐2",납 Pb (㎎/ℓ),-,-,0.00000
"영산강","나주댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"영산강","나주댐2",비소 As (㎎/ℓ),-,-,0.00000
"영산강","나주댐2",수은 Hg (㎎/ℓ),-,-,0.0000000
"영산강","영산호1",생물화학적산소요구량 BOD (㎎/ℓ),0.8,1.1,1.2
"영산강","영산호1",용존산소 DO (㎎/ℓ),14.5,13.2,11.4
"영산강","영산호1",수온 (℃),4.2,3.8,7.7
"영산강","영산호1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"영산강","영산호1",시안 CN (㎎/ℓ),-,-,0.00
"영산강","영산호1",납 Pb (㎎/ℓ),-,-,0.00000
"영산강","영산호1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"영산강","영산호1",비소 As (㎎/ℓ),-,-,0.00000
"영산강","영산호1",수은 Hg (㎎/ℓ),-,-,0.0000000
"영산강","영산호2",생물화학적산소요구량 BOD (㎎/ℓ),1.0,0.6,1.1
"영산강","영산호2",용존산소 DO (㎎/ℓ),13.1,10.5,11.6
"영산강","영산호2",수온 (℃),4.5,4.4,7.5
"영산강","영산호2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"영산강","영산호2",시안 CN (㎎/ℓ),-,-,0.00
"영산강","영산호2",납 Pb (㎎/ℓ),-,-,0.00000
"영산강","영산호2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"영산강","영산호2",비소 As (㎎/ℓ),-,-,0.00000
"영산강","영산호2",수은 Hg (㎎/ℓ),-,-,0.0000000
"영산강","영산호3",생물화학적산소요구량 BOD (㎎/ℓ),0.9,1.1,2.2
"영산강","영산호3",용존산소 DO (㎎/ℓ),14.7,11.9,11.5
"영산강","영산호3",수온 (℃),4.2,4.0,8.3
"영산강","영산호3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"영산강","영산호3",시안 CN (㎎/ℓ),-,-,0.00
"영산강","영산호3",납 Pb (㎎/ℓ),-,-,0.00000
"영산강","영산호3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"영산강","영산호3",비소 As (㎎/ℓ),-,-,0.00000
"영산강","영산호3",수은 Hg (㎎/ℓ),-,-,0.0000000
"영산강","영암호1",생물화학적산소요구량 BOD (㎎/ℓ),0.4,0.6,0.7
"영산강","영암호1",용존산소 DO (㎎/ℓ),10.6,13.7,13.2
"영산강","영암호1",수온 (℃),6.3,4.0,7.4
"영산강","영암호1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"영산강","영암호1",시안 CN (㎎/ℓ),-,-,0.00
"영산강","영암호1",납 Pb (㎎/ℓ),-,-,0.00000
"영산강","영암호1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"영산강","영암호1",비소 As (㎎/ℓ),-,-,0.00000
"영산강","영암호1",수은 Hg (㎎/ℓ),-,-,0.0000000
"영산강","영암호2",생물화학적산소요구량 BOD (㎎/ℓ),0.5,0.5,1.0
"영산강","영암호2",용존산소 DO (㎎/ℓ),11.0,13.8,12.3
"영산강","영암호2",수온 (℃),6.2,3.8,7.9
"영산강","영암호2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"영산강","영암호2",시안 CN (㎎/ℓ),-,-,0.00
"영산강","영암호2",납 Pb (㎎/ℓ),-,-,0.00000
"영산강","영암호2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"영산강","영암호2",비소 As (㎎/ℓ),-,-,0.00000
"영산강","영암호2",수은 Hg (㎎/ℓ),-,-,0.0000000
"영산강","영암호3",생물화학적산소요구량 BOD (㎎/ℓ),0.8,0.7,1.0
"영산강","영암호3",용존산소 DO (㎎/ℓ),12.0,14.3,13.7
"영산강","영암호3",수온 (℃),5.9,5.0,8.9
"영산강","영암호3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"영산강","영암호3",시안 CN (㎎/ℓ),-,-,0.00
"영산강","영암호3",납 Pb (㎎/ℓ),-,-,0.00000
"영산강","영암호3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"영산강","영암호3",비소 As (㎎/ℓ),-,-,0.00000
"영산강","영암호3",수은 Hg (㎎/ℓ),-,-,0.0000000
"영산강","금호호1",생물화학적산소요구량 BOD (㎎/ℓ),0.5,0.7,1.0
"영산강","금호호1",용존산소 DO (㎎/ℓ),16.0,16.8,12.6
"영산강","금호호1",수온 (℃),4.1,4.7,9.3
"영산강","금호호1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"영산강","금호호1",시안 CN (㎎/ℓ),-,-,0.00
"영산강","금호호1",납 Pb (㎎/ℓ),-,-,0.00000
"영산강","금호호1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"영산강","금호호1",비소 As (㎎/ℓ),-,-,0.00000
"영산강","금호호1",수은 Hg (㎎/ℓ),-,-,0.0000000
"영산강","금호호2",생물화학적산소요구량 BOD (㎎/ℓ),1.7,1.2,2.9
"영산강","금호호2",용존산소 DO (㎎/ℓ),16.9,17.9,14.3
"영산강","금호호2",수온 (℃),3.5,4.6,10.9
"영산강","금호호2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"영산강","금호호2",시안 CN (㎎/ℓ),-,-,0.00
"영산강","금호호2",납 Pb (㎎/ℓ),-,-,0.00000
"영산강","금호호2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"영산강","금호호2",비소 As (㎎/ℓ),-,-,0.00000
"영산강","금호호2",수은 Hg (㎎/ℓ),-,-,0.0000000
"영산강","금호호3",생물화학적산소요구량 BOD (㎎/ℓ),1.8,1.3,2.4
"영산강","금호호3",용존산소 DO (㎎/ℓ),17.4,16.9,13.9
"영산강","금호호3",수온 (℃),2.7,4.4,12.2
"영산강","금호호3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"영산강","금호호3",시안 CN (㎎/ℓ),-,-,0.00
"영산강","금호호3",납 Pb (㎎/ℓ),-,-,0.00000
"영산강","금호호3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"영산강","금호호3",비소 As (㎎/ℓ),-,-,0.00000
"영산강","금호호3",수은 Hg (㎎/ℓ),-,-,0.0000000
"영산강","평림댐",생물화학적산소요구량 BOD (㎎/ℓ),1.9,1.6,1.5
"영산강","평림댐",용존산소 DO (㎎/ℓ),11.3,12.1,11.3
"영산강","평림댐",수온 (℃),6.5,5.5,7.0
"영산강","평림댐",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"영산강","평림댐",시안 CN (㎎/ℓ),-,-,0.00
"영산강","평림댐",납 Pb (㎎/ℓ),-,-,0.00000
"영산강","평림댐",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"영산강","평림댐",비소 As (㎎/ℓ),-,-,0.00000
"영산강","평림댐",수은 Hg (㎎/ℓ),-,-,0.0000000
"섬진강","섬진강댐1",생물화학적산소요구량 BOD (㎎/ℓ),2.3,2.1,2.3
"섬진강","섬진강댐1",용존산소 DO (㎎/ℓ),8.7,9.3,9.4
"섬진강","섬진강댐1",수온 (℃),9.6,5.0,6.8
"섬진강","섬진강댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"섬진강","섬진강댐1",시안 CN (㎎/ℓ),-,-,0.00
"섬진강","섬진강댐1",납 Pb (㎎/ℓ),-,-,0.00000
"섬진강","섬진강댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"섬진강","섬진강댐1",비소 As (㎎/ℓ),-,-,0.00000
"섬진강","섬진강댐1",수은 Hg (㎎/ℓ),-,-,0.0000000
"섬진강","섬진강댐2",생물화학적산소요구량 BOD (㎎/ℓ),2.3,2.1,2.3
"섬진강","섬진강댐2",용존산소 DO (㎎/ℓ),8.7,9.5,9.3
"섬진강","섬진강댐2",수온 (℃),9.8,5.1,6.8
"섬진강","섬진강댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"섬진강","섬진강댐2",시안 CN (㎎/ℓ),-,-,0.00
"섬진강","섬진강댐2",납 Pb (㎎/ℓ),-,-,0.00000
"섬진강","섬진강댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"섬진강","섬진강댐2",비소 As (㎎/ℓ),-,-,0.00000
"섬진강","섬진강댐2",수은 Hg (㎎/ℓ),-,-,0.0000000
"섬진강","섬진강댐3",생물화학적산소요구량 BOD (㎎/ℓ),2.3,2.0,2.1
"섬진강","섬진강댐3",용존산소 DO (㎎/ℓ),8.9,9.4,9.6
"섬진강","섬진강댐3",수온 (℃),9.8,5.1,6.8
"섬진강","섬진강댐3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"섬진강","섬진강댐3",시안 CN (㎎/ℓ),-,-,0.00
"섬진강","섬진강댐3",납 Pb (㎎/ℓ),-,-,0.00000
"섬진강","섬진강댐3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"섬진강","섬진강댐3",비소 As (㎎/ℓ),-,-,0.00000
"섬진강","섬진강댐3",수은 Hg (㎎/ℓ),-,-,0.0000000
"섬진강","동복댐1",생물화학적산소요구량 BOD (㎎/ℓ),1.4,2.0,2.7
"섬진강","동복댐1",용존산소 DO (㎎/ℓ),10.4,11.6,11.3
"섬진강","동복댐1",수온 (℃),8.3,6.6,6.7
"섬진강","동복댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"섬진강","동복댐1",시안 CN (㎎/ℓ),-,-,0.00
"섬진강","동복댐1",납 Pb (㎎/ℓ),-,-,0.00000
"섬진강","동복댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"섬진강","동복댐1",비소 As (㎎/ℓ),-,-,0.00000
"섬진강","동복댐1",수은 Hg (㎎/ℓ),-,-,0.0000000
"섬진강","동복댐2",생물화학적산소요구량 BOD (㎎/ℓ),2.7,2.6,2.7
"섬진강","동복댐2",용존산소 DO (㎎/ℓ),11.0,12.6,12.4
"섬진강","동복댐2",수온 (℃),8.0,6.6,6.2
"섬진강","동복댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"섬진강","동복댐2",시안 CN (㎎/ℓ),-,-,0.00
"섬진강","동복댐2",납 Pb (㎎/ℓ),-,-,0.00000
"섬진강","동복댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"섬진강","동복댐2",비소 As (㎎/ℓ),-,-,0.00000
"섬진강","동복댐2",수은 Hg (㎎/ℓ),-,-,0.0000000
"섬진강","보성강댐1",생물화학적산소요구량 BOD (㎎/ℓ),0.9,1.0,1.1
"섬진강","보성강댐1",용존산소 DO (㎎/ℓ),15.1,13.6,13.9
"섬진강","보성강댐1",수온 (℃),3.4,6.9,9.0
"섬진강","보성강댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"섬진강","보성강댐1",시안 CN (㎎/ℓ),-,-,0.00
"섬진강","보성강댐1",납 Pb (㎎/ℓ),-,-,0.00000
"섬진강","보성강댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"섬진강","보성강댐1",비소 As (㎎/ℓ),-,-,0.00000
"섬진강","보성강댐1",수은 Hg (㎎/ℓ),-,-,0.0000000
"섬진강","보성강댐2",생물화학적산소요구량 BOD (㎎/ℓ),0.9,0.5,1.6
"섬진강","보성강댐2",용존산소 DO (㎎/ℓ),15.0,13.2,13.5
"섬진강","보성강댐2",수온 (℃),3.5,7.3,8.8
"섬진강","보성강댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"섬진강","보성강댐2",시안 CN (㎎/ℓ),-,-,0.00
"섬진강","보성강댐2",납 Pb (㎎/ℓ),-,-,0.00000
"섬진강","보성강댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"섬진강","보성강댐2",비소 As (㎎/ℓ),-,-,0.00000
"섬진강","보성강댐2",수은 Hg (㎎/ℓ),-,-,0.0000000
"섬진강","주암댐1",생물화학적산소요구량 BOD (㎎/ℓ),0.6,0.7,0.8
"섬진강","주암댐1",용존산소 DO (㎎/ℓ),9.6,10.3,11.1
"섬진강","주암댐1",수온 (℃),8.5,6.9,8.2
"섬진강","주암댐1",카드뮴 Cd (㎎/ℓ),0.00000,0.00000,0.00001
"섬진강","주암댐1",시안 CN (㎎/ℓ),0.00,0.00,0.00
"섬진강","주암댐1",납 Pb (㎎/ℓ),0.00000,0.00001,0.00003
"섬진강","주암댐1",6가크롬 Cr6+ (㎎/ℓ),0.000,0.000,0.000
"섬진강","주암댐1",비소 As (㎎/ℓ),0.00065,0.00067,0.00056
"섬진강","주암댐1",수은 Hg (㎎/ℓ),0.0000001,0.0000000,0.0000006
"섬진강","주암댐2",생물화학적산소요구량 BOD (㎎/ℓ),0.8,0.5,0.5
"섬진강","주암댐2",용존산소 DO (㎎/ℓ),10.4,11.2,11.3
"섬진강","주암댐2",수온 (℃),8.8,7.2,7.6
"섬진강","주암댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"섬진강","주암댐2",시안 CN (㎎/ℓ),-,-,0.00
"섬진강","주암댐2",납 Pb (㎎/ℓ),-,-,0.00000
"섬진강","주암댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"섬진강","주암댐2",비소 As (㎎/ℓ),-,-,0.00000
"섬진강","주암댐2",수은 Hg (㎎/ℓ),-,-,0.0000000
"섬진강","주암댐3",생물화학적산소요구량 BOD (㎎/ℓ),0.9,0.4,0.7
"섬진강","주암댐3",용존산소 DO (㎎/ℓ),10.8,11.7,11.7
"섬진강","주암댐3",수온 (℃),8.3,7.1,7.4
"섬진강","주암댐3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"섬진강","주암댐3",시안 CN (㎎/ℓ),-,-,0.00
"섬진강","주암댐3",납 Pb (㎎/ℓ),-,-,0.00000
"섬진강","주암댐3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"섬진강","주암댐3",비소 As (㎎/ℓ),-,-,0.00000
"섬진강","주암댐3",수은 Hg (㎎/ℓ),-,-,0.0000000
"섬진강","주암조정지댐1",생물화학적산소요구량 BOD (㎎/ℓ),0.4,0.5,0.4
"섬진강","주암조정지댐1",용존산소 DO (㎎/ℓ),9.5,10.6,11.2
"섬진강","주암조정지댐1",수온 (℃),9.4,8.4,8.0
"섬진강","주암조정지댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"섬진강","주암조정지댐1",시안 CN (㎎/ℓ),-,-,0.00
"섬진강","주암조정지댐1",납 Pb (㎎/ℓ),-,-,0.00000
"섬진강","주암조정지댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"섬진강","주암조정지댐1",비소 As (㎎/ℓ),-,-,0.00000
"섬진강","주암조정지댐1",수은 Hg (㎎/ℓ),-,-,0.0000000
"섬진강","주암조정지댐3",생물화학적산소요구량 BOD (㎎/ℓ),0.5,0.8,0.7
"섬진강","주암조정지댐3",용존산소 DO (㎎/ℓ),10.4,10.8,11.3
"섬진강","주암조정지댐3",수온 (℃),10.2,8.4,8.0
"섬진강","주암조정지댐3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"섬진강","주암조정지댐3",시안 CN (㎎/ℓ),-,-,0.00
"섬진강","주암조정지댐3",납 Pb (㎎/ℓ),-,-,0.00000
"섬진강","주암조정지댐3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"섬진강","주암조정지댐3",비소 As (㎎/ℓ),-,-,0.00000
"섬진강","주암조정지댐3",수은 Hg (㎎/ℓ),-,-,0.0000000
"섬진강","동화호",생물화학적산소요구량 BOD (㎎/ℓ),0.4,0.3,0.9
"섬진강","동화호",용존산소 DO (㎎/ℓ),10.5,11.4,11.8
"섬진강","동화호",수온 (℃),5.5,5.2,6.3
"섬진강","동화호",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"섬진강","동화호",시안 CN (㎎/ℓ),-,-,0.00
"섬진강","동화호",납 Pb (㎎/ℓ),-,-,0.00000
"섬진강","동화호",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"섬진강","동화호",비소 As (㎎/ℓ),-,-,0.00000
"섬진강","동화호",수은 Hg (㎎/ℓ),-,-,0.0000000
"만경강","경천지1",생물화학적산소요구량 BOD (㎎/ℓ),0.5,0.9,0.7
"만경강","경천지1",용존산소 DO (㎎/ℓ),11.6,12.5,11.7
"만경강","경천지1",수온 (℃),5.3,5.9,7.7
"만경강","경천지1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"만경강","경천지1",시안 CN (㎎/ℓ),-,-,0.00
"만경강","경천지1",납 Pb (㎎/ℓ),-,-,0.00000
"만경강","경천지1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"만경강","경천지1",비소 As (㎎/ℓ),-,-,0.00000
"만경강","경천지1",수은 Hg (㎎/ℓ),-,-,0.0000000
"만경강","경천지2",생물화학적산소요구량 BOD (㎎/ℓ),0.3,0.8,0.8
"만경강","경천지2",용존산소 DO (㎎/ℓ),12.0,12.1,11.6
"만경강","경천지2",수온 (℃),5.2,6.1,8.3
"만경강","경천지2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"만경강","경천지2",시안 CN (㎎/ℓ),-,-,0.00
"만경강","경천지2",납 Pb (㎎/ℓ),-,-,0.00000
"만경강","경천지2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"만경강","경천지2",비소 As (㎎/ℓ),-,-,0.00000
"만경강","경천지2",수은 Hg (㎎/ℓ),-,-,0.0000000
"만경강","대아지1",생물화학적산소요구량 BOD (㎎/ℓ),0.1,0.5,0.2
"만경강","대아지1",용존산소 DO (㎎/ℓ),11.4,12.3,12.6
"만경강","대아지1",수온 (℃),6.0,5.5,6.1
"만경강","대아지1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"만경강","대아지1",시안 CN (㎎/ℓ),-,-,0.00
"만경강","대아지1",납 Pb (㎎/ℓ),-,-,0.00000
"만경강","대아지1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"만경강","대아지1",비소 As (㎎/ℓ),-,-,0.00000
"만경강","대아지1",수은 Hg (㎎/ℓ),-,-,0.0000000
"만경강","대아지2",생물화학적산소요구량 BOD (㎎/ℓ),0.1,0.7,0.6
"만경강","대아지2",용존산소 DO (㎎/ℓ),11.6,12.2,12.5
"만경강","대아지2",수온 (℃),5.9,5.7,6.5
"만경강","대아지2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"만경강","대아지2",시안 CN (㎎/ℓ),-,-,0.00
"만경강","대아지2",납 Pb (㎎/ℓ),-,-,0.00000
"만경강","대아지2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"만경강","대아지2",비소 As (㎎/ℓ),-,-,0.00000
"만경강","대아지2",수은 Hg (㎎/ℓ),-,-,0.0000000
"만경강","대아지3",생물화학적산소요구량 BOD (㎎/ℓ),0.3,0.6,0.3
"만경강","대아지3",용존산소 DO (㎎/ℓ),11.9,12.3,11.8
"만경강","대아지3",수온 (℃),5.8,5.7,6.7
"만경강","대아지3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"만경강","대아지3",시안 CN (㎎/ℓ),-,-,0.00
"만경강","대아지3",납 Pb (㎎/ℓ),-,-,0.00000
"만경강","대아지3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"만경강","대아지3",비소 As (㎎/ℓ),-,-,0.00000
"만경강","대아지3",수은 Hg (㎎/ℓ),-,-,0.0000000
"안성천","아산호1(평택호)",생물화학적산소요구량 BOD (㎎/ℓ),2.3,4.3,4.2
"안성천","아산호1(평택호)",용존산소 DO (㎎/ℓ),13.2,15.7,17.0
"안성천","아산호1(평택호)",수온 (℃),3.5,3.9,8.7
"안성천","아산호1(평택호)",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"안성천","아산호1(평택호)",시안 CN (㎎/ℓ),-,-,0.00
"안성천","아산호1(평택호)",납 Pb (㎎/ℓ),-,-,0.00000
"안성천","아산호1(평택호)",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"안성천","아산호1(평택호)",비소 As (㎎/ℓ),-,-,0.00000
"안성천","아산호1(평택호)",수은 Hg (㎎/ℓ),-,-,0.0000000
"안성천","아산호2",생물화학적산소요구량 BOD (㎎/ℓ),2.3,4.8,8.0
"안성천","아산호2",용존산소 DO (㎎/ℓ),11.4,16.1,22.1
"안성천","아산호2",수온 (℃),4.3,4.1,10.0
"안성천","아산호2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"안성천","아산호2",시안 CN (㎎/ℓ),-,-,0.00
"안성천","아산호2",납 Pb (㎎/ℓ),-,-,0.00000
"안성천","아산호2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"안성천","아산호2",비소 As (㎎/ℓ),-,-,0.00000
"안성천","아산호2",수은 Hg (㎎/ℓ),-,-,0.0000000
"안성천","아산호3",생물화학적산소요구량 BOD (㎎/ℓ),1.5,5.2,3.8
"안성천","아산호3",용존산소 DO (㎎/ℓ),8.5,19.1,17.0
"안성천","아산호3",수온 (℃),4.4,4.6,10.8
"안성천","아산호3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"안성천","아산호3",시안 CN (㎎/ℓ),-,-,0.00
"안성천","아산호3",납 Pb (㎎/ℓ),-,-,0.00000
"안성천","아산호3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"안성천","아산호3",비소 As (㎎/ℓ),-,-,0.00000
"안성천","아산호3",수은 Hg (㎎/ℓ),-,-,0.0000000
"안성천","고삼지1",생물화학적산소요구량 BOD (㎎/ℓ),1.1,1.1,1.5
"안성천","고삼지1",용존산소 DO (㎎/ℓ),13.5,13.6,15.0
"안성천","고삼지1",수온 (℃),2.8,3.2,8.4
"안성천","고삼지1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"안성천","고삼지1",시안 CN (㎎/ℓ),-,-,0.00
"안성천","고삼지1",납 Pb (㎎/ℓ),-,-,0.00000
"안성천","고삼지1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"안성천","고삼지1",비소 As (㎎/ℓ),-,-,0.00000
"안성천","고삼지1",수은 Hg (㎎/ℓ),-,-,0.0000000
"안성천","고삼지2",생물화학적산소요구량 BOD (㎎/ℓ),1.0,1.0,1.7
"안성천","고삼지2",용존산소 DO (㎎/ℓ),12.5,12.7,15.1
"안성천","고삼지2",수온 (℃),2.5,3.2,7.3
"안성천","고삼지2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"안성천","고삼지2",시안 CN (㎎/ℓ),-,-,0.00
"안성천","고삼지2",납 Pb (㎎/ℓ),-,-,0.00000
"안성천","고삼지2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"안성천","고삼지2",비소 As (㎎/ℓ),-,-,0.00000
"안성천","고삼지2",수은 Hg (㎎/ℓ),-,-,0.0000000
"안성천","고삼지3",생물화학적산소요구량 BOD (㎎/ℓ),1.7,1.4,2.2
"안성천","고삼지3",용존산소 DO (㎎/ℓ),13.2,13.0,7.8
"안성천","고삼지3",수온 (℃),3.6,3.4,7.8
"안성천","고삼지3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"안성천","고삼지3",시안 CN (㎎/ℓ),-,-,0.00
"안성천","고삼지3",납 Pb (㎎/ℓ),-,-,0.00000
"안성천","고삼지3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"안성천","고삼지3",비소 As (㎎/ℓ),-,-,0.00000
"안성천","고삼지3",수은 Hg (㎎/ℓ),-,-,0.0000000
"안성천","이동지1",생물화학적산소요구량 BOD (㎎/ℓ),1.1,-,1.4
"안성천","이동지1",용존산소 DO (㎎/ℓ),11.9,-,14.7
"안성천","이동지1",수온 (℃),2.7,-,8.2
"안성천","이동지1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"안성천","이동지1",시안 CN (㎎/ℓ),-,-,0.00
"안성천","이동지1",납 Pb (㎎/ℓ),-,-,0.00000
"안성천","이동지1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
