"수계별(1)","수계별(2)",항목,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.10,2019.11,2019.12
"한강","충주조정지댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","충주조정지댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"한강","충주조정지댐2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","충주조정지댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"한강","충주조정지댐2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","충주조정지댐2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"한강","괴산댐1",생물화학적산소요구량 BOD (㎎/ℓ),1.2,0.3,0.4,0.6,1.0,1.5,0.7,0.7,0.6
"한강","괴산댐1",용존산소 DO (㎎/ℓ),10.9,10.3,10.0,10.7,10.6,9.9,9.0,10.1,12.0
"한강","괴산댐1",수온 (℃),13.0,19.3,28.1,28.0,29.6,25.6,18.8,11.9,6.1
"한강","괴산댐1",카드뮴 Cd (㎎/ℓ),0.00000,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","괴산댐1",시안 CN (㎎/ℓ),-,0.00,0.00,-,-,0.00,-,-,0.00
"한강","괴산댐1",납 Pb (㎎/ℓ),0.00381,-,0.00098,-,-,0.00179,-,-,0.00305
"한강","괴산댐1",6가크롬 Cr6+ (㎎/ℓ),0.000,-,0.000,-,-,0.000,-,-,0.000
"한강","괴산댐1",비소 As (㎎/ℓ),0.00000,-,0.00272,-,-,0.00000,-,-,0.00000
"한강","괴산댐1",수은 Hg (㎎/ℓ),0.0000000,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"한강","괴산댐2",생물화학적산소요구량 BOD (㎎/ℓ),1.0,0.3,0.4,0.2,0.9,0.3,0.3,1.0,0.7
"한강","괴산댐2",용존산소 DO (㎎/ℓ),11.2,10.5,9.5,9.0,11.2,8.4,9.9,11.1,13.1
"한강","괴산댐2",수온 (℃),10.9,17.5,27.1,27.1,29.4,24.8,17.4,11.6,4.4
"한강","괴산댐2",카드뮴 Cd (㎎/ℓ),0.00000,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","괴산댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"한강","괴산댐2",납 Pb (㎎/ℓ),0.00315,-,0.00149,-,-,0.00120,-,-,0.00119
"한강","괴산댐2",6가크롬 Cr6+ (㎎/ℓ),0.000,-,0.000,-,-,0.000,-,-,0.000
"한강","괴산댐2",비소 As (㎎/ℓ),0.00000,-,0.00214,-,-,0.00000,-,-,0.00000
"한강","괴산댐2",수은 Hg (㎎/ℓ),0.0000000,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"한강","괴산댐3",생물화학적산소요구량 BOD (㎎/ℓ),0.9,0.2,0.4,0.1,1.1,0.5,0.3,0.5,0.4
"한강","괴산댐3",용존산소 DO (㎎/ℓ),11.1,8.4,7.9,8.3,8.4,8.3,9.5,11.6,14.4
"한강","괴산댐3",수온 (℃),11.5,17.4,26.1,26.7,28.1,24.8,16.5,9.3,2.0
"한강","괴산댐3",카드뮴 Cd (㎎/ℓ),0.00000,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","괴산댐3",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"한강","괴산댐3",납 Pb (㎎/ℓ),0.00331,-,0.00000,-,-,0.00110,-,-,0.00143
"한강","괴산댐3",6가크롬 Cr6+ (㎎/ℓ),0.000,-,0.000,-,-,0.000,-,-,0.000
"한강","괴산댐3",비소 As (㎎/ℓ),0.00032,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","괴산댐3",수은 Hg (㎎/ℓ),0.0000000,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"한강","횡성댐1",생물화학적산소요구량 BOD (㎎/ℓ),2.2,2.3,2.2,2.2,2.2,2.1,2.1,2.1,2.2
"한강","횡성댐1",용존산소 DO (㎎/ℓ),8.9,9.8,10.3,7.8,7.7,7.3,6.7,7.3,8.8
"한강","횡성댐1",수온 (℃),7.2,8.5,8.4,9.0,10.5,10.8,11.5,11.2,6.7
"한강","횡성댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","횡성댐1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"한강","횡성댐1",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","횡성댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"한강","횡성댐1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","횡성댐1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"한강","횡성댐2",생물화학적산소요구량 BOD (㎎/ℓ),2.2,2.3,1.9,2.1,2.2,1.8,2.2,2.2,2.3
"한강","횡성댐2",용존산소 DO (㎎/ℓ),9.1,10.5,10.2,8.2,8.2,7.5,7.2,7.9,8.0
"한강","횡성댐2",수온 (℃),7.4,9.0,9.6,9.6,11.2,11.2,10.9,11.6,6.4
"한강","횡성댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","횡성댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"한강","횡성댐2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","횡성댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"한강","횡성댐2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","횡성댐2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"한강","횡성댐3",생물화학적산소요구량 BOD (㎎/ℓ),2.2,2.2,1.9,1.9,2.6,2.3,2.4,2.3,2.5
"한강","횡성댐3",용존산소 DO (㎎/ℓ),10.4,11.8,10.4,9.1,9.8,10.2,9.6,9.2,9.0
"한강","횡성댐3",수온 (℃),13.2,16.6,22.9,24.8,26.8,26.2,19.2,14.5,8.3
"한강","횡성댐3",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","횡성댐3",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"한강","횡성댐3",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","횡성댐3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"한강","횡성댐3",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","횡성댐3",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"한강","광동댐",생물화학적산소요구량 BOD (㎎/ℓ),1.3,1.4,1.5,0.8,1.1,1.7,0.9,1.1,1.3
"한강","광동댐",용존산소 DO (㎎/ℓ),14.1,13.1,10.4,8.3,9.9,9.6,12.9,13.0,17.0
"한강","광동댐",수온 (℃),5.5,11.3,13.0,14.4,17.3,15.4,10.3,8.1,3.3
"한강","광동댐",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","광동댐",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"한강","광동댐",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","광동댐",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"한강","광동댐",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","광동댐",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"한강","평화의댐2",생물화학적산소요구량 BOD (㎎/ℓ),1.2,0.4,0.6,0.6,0.3,0.8,1.2,1.4,2.4
"한강","평화의댐2",용존산소 DO (㎎/ℓ),10.1,8.9,8.0,7.6,7.5,8.3,9.2,9.3,12.4
"한강","평화의댐2",수온 (℃),8.8,19.0,24.8,26.8,27.6,26.7,20.0,17.7,7.5
"한강","평화의댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","평화의댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"한강","평화의댐2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","평화의댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"한강","평화의댐2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","평화의댐2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"한강","평화의댐1",생물화학적산소요구량 BOD (㎎/ℓ),1.2,0.7,0.5,0.4,0.4,1.2,1.1,1.4,-
"한강","평화의댐1",용존산소 DO (㎎/ℓ),10.9,8.7,7.9,7.3,7.5,8.1,8.9,9.4,-
"한강","평화의댐1",수온 (℃),8.5,20.0,25.4,27.9,27.2,26.6,20.1,17.4,-
"한강","평화의댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,-
"한강","평화의댐1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,-
"한강","평화의댐1",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,-
"한강","평화의댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,-
"한강","평화의댐1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,-
"한강","평화의댐1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,-
"낙동강","안동댐1",생물화학적산소요구량 BOD (㎎/ℓ),1.0,1.5,1.0,1.1,1.3,1.2,1.3,1.4,1.1
"낙동강","안동댐1",용존산소 DO (㎎/ℓ),10.6,9.7,9.3,7.8,8.1,7.5,5.5,5.9,6.4
"낙동강","안동댐1",수온 (℃),6.3,8.0,10.1,13.2,13.9,16.1,15.7,14.7,11.1
"낙동강","안동댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","안동댐1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","안동댐1",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","안동댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","안동댐1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","안동댐1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","안동댐2",생물화학적산소요구량 BOD (㎎/ℓ),1.6,1.3,1.4,1.3,1.4,1.4,1.5,1.2,1.3
"낙동강","안동댐2",용존산소 DO (㎎/ℓ),10.9,9.8,9.7,7.9,7.3,6.3,6.2,5.9,7.0
"낙동강","안동댐2",수온 (℃),7.0,9.5,12.1,14.2,16.3,18.4,16.8,15.4,12.2
"낙동강","안동댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","안동댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","안동댐2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","안동댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","안동댐2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","안동댐2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","안동댐3",생물화학적산소요구량 BOD (㎎/ℓ),1.0,1.6,1.3,1.3,1.2,1.4,1.8,1.6,1.4
"낙동강","안동댐3",용존산소 DO (㎎/ℓ),11.1,10.8,11.1,6.7,8.0,6.7,6.8,7.2,8.7
"낙동강","안동댐3",수온 (℃),7.1,9.3,11.3,14.0,15.8,19.9,20.2,17.7,13.7
"낙동강","안동댐3",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","안동댐3",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","안동댐3",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","안동댐3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","안동댐3",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","안동댐3",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","임하댐1",생물화학적산소요구량 BOD (㎎/ℓ),1.2,1.9,1.5,1.3,1.2,1.3,1.6,1.5,1.3
"낙동강","임하댐1",용존산소 DO (㎎/ℓ),9.7,9.2,7.8,6.9,5.9,4.2,5.1,5.0,5.2
"낙동강","임하댐1",수온 (℃),7.0,8.2,11.1,11.5,13.8,13.5,15.3,12.5,10.3
"낙동강","임하댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","임하댐1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","임하댐1",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","임하댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","임하댐1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","임하댐1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","임하댐2",생물화학적산소요구량 BOD (㎎/ℓ),1.2,1.6,1.2,1.4,1.4,1.4,1.5,1.6,1.3
"낙동강","임하댐2",용존산소 DO (㎎/ℓ),10.3,10.6,10.5,6.7,6.5,5.8,5.6,6.3,7.9
"낙동강","임하댐2",수온 (℃),8.8,11.1,14.4,19.4,21.9,23.8,19.6,15.9,12.4
"낙동강","임하댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","임하댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","임하댐2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","임하댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","임하댐2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","임하댐2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","임하댐3",생물화학적산소요구량 BOD (㎎/ℓ),1.3,1.7,1.5,1.5,1.4,1.4,1.3,1.3,1.0
"낙동강","임하댐3",용존산소 DO (㎎/ℓ),10.4,10.9,10.1,7.4,8.0,8.0,6.7,6.0,7.8
"낙동강","임하댐3",수온 (℃),9.7,13.0,18.4,23.0,25.0,24.9,19.9,15.6,12.0
"낙동강","임하댐3",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","임하댐3",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","임하댐3",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","임하댐3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","임하댐3",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","임하댐3",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","영천댐1",생물화학적산소요구량 BOD (㎎/ℓ),3.8,3.0,3.8,2.3,2.8,4.1,4.2,3.4,3.7
"낙동강","영천댐1",용존산소 DO (㎎/ℓ),11.6,9.8,8.1,8.0,7.8,6.9,5.8,7.5,9.5
"낙동강","영천댐1",수온 (℃),8.1,14.5,20.3,21.7,21.4,22.2,18.9,16.7,11.1
"낙동강","영천댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","영천댐1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","영천댐1",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","영천댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.003,-,-,0.000
"낙동강","영천댐1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","영천댐1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","영천댐2",생물화학적산소요구량 BOD (㎎/ℓ),3.8,3.3,3.4,2.4,3.1,4.0,3.9,3.5,3.9
"낙동강","영천댐2",용존산소 DO (㎎/ℓ),11.5,10.0,8.3,8.7,7.6,7.8,7.4,4.1,9.9
"낙동강","영천댐2",수온 (℃),8.1,15.2,15.2,21.9,26.6,23.7,19.6,16.9,10.4
"낙동강","영천댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","영천댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","영천댐2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","영천댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","영천댐2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","영천댐2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","가창댐1",생물화학적산소요구량 BOD (㎎/ℓ),1.7,2.1,1.6,2.3,1.6,1.9,1.9,0.6,1.1
"낙동강","가창댐1",용존산소 DO (㎎/ℓ),12.6,10.8,9.2,8.3,8.6,8.3,8.3,7.0,8.6
"낙동강","가창댐1",수온 (℃),13.2,19.8,23.8,23.6,30.3,25.3,17.8,16.5,10.8
"낙동강","가창댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","가창댐1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","가창댐1",납 Pb (㎎/ℓ),-,-,0.00232,-,-,0.00521,-,-,0.00426
"낙동강","가창댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","가창댐1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","가창댐1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","가창댐2",생물화학적산소요구량 BOD (㎎/ℓ),0.8,1.2,1.3,1.2,0.8,1.2,1.2,0.5,0.9
"낙동강","가창댐2",용존산소 DO (㎎/ℓ),12.0,11.0,10.2,12.3,10.9,8.7,10.5,10.9,12.3
"낙동강","가창댐2",수온 (℃),13.7,19.0,23.5,22.1,27.7,22.3,15.1,12.5,5.3
"낙동강","가창댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","가창댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","가창댐2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00252
"낙동강","가창댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","가창댐2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","가창댐2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","남강댐1",생물화학적산소요구량 BOD (㎎/ℓ),1.5,2.1,0.5,0.9,0.9,0.6,0.5,1.1,0.9
"낙동강","남강댐1",용존산소 DO (㎎/ℓ),10.3,7.8,4.6,5.5,4.6,7.6,7.9,7.1,8.3
"낙동강","남강댐1",수온 (℃),12.7,16.2,20.2,21.4,26.5,24.1,19.6,16.5,10.4
"낙동강","남강댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","남강댐1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","남강댐1",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","남강댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","남강댐1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","남강댐1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","남강댐2",생물화학적산소요구량 BOD (㎎/ℓ),1.1,1.5,0.3,0.8,0.6,1.3,0.9,1.2,0.6
"낙동강","남강댐2",용존산소 DO (㎎/ℓ),10.3,8.3,7.6,7.9,3.2,7.1,8.3,7.4,8.0
"낙동강","남강댐2",수온 (℃),12.7,17.4,22.2,23.7,25.2,24.1,19.6,16.3,10.5
"낙동강","남강댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","남강댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","남강댐2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","남강댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","남강댐2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","남강댐2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","남강댐3",생물화학적산소요구량 BOD (㎎/ℓ),1.1,1.8,0.2,0.6,0.6,1.3,0.9,1.1,0.8
"낙동강","남강댐3",용존산소 DO (㎎/ℓ),8.0,7.6,5.5,6.2,4.3,8.0,8.6,7.5,8.5
"낙동강","남강댐3",수온 (℃),12.6,16.7,22.5,23.3,26.7,23.5,19.6,16.1,10.1
"낙동강","남강댐3",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","남강댐3",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","남강댐3",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","남강댐3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.005,-,-,0.000
"낙동강","남강댐3",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","남강댐3",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","합천댐1",생물화학적산소요구량 BOD (㎎/ℓ),0.6,0.6,0.5,0.7,1.4,1.1,1.0,0.8,0.5
"낙동강","합천댐1",용존산소 DO (㎎/ℓ),11.1,8.6,7.5,6.8,6.8,5.7,5.9,5.4,8.2
"낙동강","합천댐1",수온 (℃),8.0,9.8,10.3,11.6,13.6,13.1,12.1,15.3,13.4
"낙동강","합천댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","합천댐1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","합천댐1",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","합천댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","합천댐1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","합천댐1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","합천댐2",생물화학적산소요구량 BOD (㎎/ℓ),0.5,0.5,0.5,0.9,1.7,1.3,1.0,1.4,0.7
"낙동강","합천댐2",용존산소 DO (㎎/ℓ),10.7,9.7,8.4,8.1,7.1,5.3,5.9,7.4,7.9
"낙동강","합천댐2",수온 (℃),7.9,10.2,11.2,12.5,15.2,15.7,14.1,16.0,13.4
"낙동강","합천댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","합천댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","합천댐2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","합천댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","합천댐2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","합천댐2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","합천댐3",생물화학적산소요구량 BOD (㎎/ℓ),0.6,0.8,0.6,0.7,1.0,1.5,1.0,1.4,1.0
"낙동강","합천댐3",용존산소 DO (㎎/ℓ),10.5,9.6,8.1,7.9,6.8,5.3,6.1,7.5,7.9
"낙동강","합천댐3",수온 (℃),8.1,10.0,10.8,12.8,15.4,15.8,14.3,16.1,13.0
"낙동강","합천댐3",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","합천댐3",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","합천댐3",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","합천댐3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","합천댐3",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","합천댐3",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","낙동강하구언1",생물화학적산소요구량 BOD (㎎/ℓ),2.1,2.2,2.0,2.1,2.2,2.2,2.3,2.1,2.1
"낙동강","낙동강하구언1",용존산소 DO (㎎/ℓ),11.7,9.1,9.6,8.3,11.8,8.8,9.6,10.8,11.1
"낙동강","낙동강하구언1",수온 (℃),12.6,20.9,22.5,24.3,30.0,26.9,19.4,17.7,9.1
"낙동강","낙동강하구언1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","낙동강하구언1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","낙동강하구언1",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","낙동강하구언1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","낙동강하구언1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","낙동강하구언1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
