강명,항목,월,2019,2020
삽교천,납 Pb (㎎/ℓ),03,0.0,0.0
삽교천,납 Pb (㎎/ℓ),04,0.0,0.0
삽교천,납 Pb (㎎/ℓ),05,0.0,0.0
삽교천,납 Pb (㎎/ℓ),06,0.0,0.0
삽교천,납 Pb (㎎/ℓ),07,0.0,0.0
삽교천,납 Pb (㎎/ℓ),08,0.0,0.0
삽교천,납 Pb (㎎/ℓ),09,0.0,0.0
삽교천,납 Pb (㎎/ℓ),10,0.0,0.0
삽교천,납 Pb (㎎/ℓ),11,0.0,0.0
삽교천,납 Pb (㎎/ℓ),12,0.0,0.0
삽교천,비소 As (㎎/ℓ),01,0.0,0.0
삽교천,비소 As (㎎/ℓ),02,0.0,0.0
삽교천,비소 As (㎎/ℓ),03,0.0,0.0
삽교천,비소 As (㎎/ℓ),04,0.0,0.0
삽교천,비소 As (㎎/ℓ),05,0.0,0.0
삽교천,비소 As (㎎/ℓ),06,0.0,0.0
삽교천,비소 As (㎎/ℓ),07,0.0,0.0
삽교천,비소 As (㎎/ℓ),08,0.0,0.0
삽교천,비소 As (㎎/ℓ),09,0.0,0.0
삽교천,비소 As (㎎/ℓ),10,0.0,0.0
삽교천,비소 As (㎎/ℓ),11,0.0,0.0
삽교천,비소 As (㎎/ℓ),12,0.0,0.0
삽교천,생물화학적산소요구량 BOD (㎎/ℓ),01,0.0,3.4
삽교천,생물화학적산소요구량 BOD (㎎/ℓ),02,1.15,3.0166667
삽교천,생물화학적산소요구량 BOD (㎎/ℓ),03,4.0333333,2.0166667
삽교천,생물화학적산소요구량 BOD (㎎/ℓ),04,3.2166667,1.7333333
삽교천,생물화학적산소요구량 BOD (㎎/ℓ),05,4.766667,3.0
삽교천,생물화학적산소요구량 BOD (㎎/ℓ),06,5.2,4.0333333
삽교천,생물화학적산소요구량 BOD (㎎/ℓ),07,8.083333,3.5
삽교천,생물화학적산소요구량 BOD (㎎/ℓ),08,4.0,2.7166667
삽교천,생물화학적산소요구량 BOD (㎎/ℓ),09,4.55,2.6833334
삽교천,생물화학적산소요구량 BOD (㎎/ℓ),10,0.8833333,2.0833333
삽교천,생물화학적산소요구량 BOD (㎎/ℓ),11,0.48333332,2.4
삽교천,생물화학적산소요구량 BOD (㎎/ℓ),12,2.6166666,1.8333334
삽교천,수온 (℃),01,0.0,3.2333333
삽교천,수온 (℃),02,1.25,1.6
삽교천,수온 (℃),03,7.383333,5.6
삽교천,수온 (℃),04,11.983334,10.9
삽교천,수온 (℃),05,23.316668,18.7
삽교천,수온 (℃),06,24.6,23.716667
삽교천,수온 (℃),07,27.15,22.983334
삽교천,수온 (℃),08,28.966667,22.95
삽교천,수온 (℃),09,24.133333,25.733334
삽교천,수온 (℃),10,3.5666666,17.416666
삽교천,수온 (℃),11,1.1833333,11.416667
삽교천,수온 (℃),12,4.116667,4.5333333
삽교천,수은 Hg (㎎/ℓ),01,0.0,0.0
삽교천,수은 Hg (㎎/ℓ),02,0.0,0.0
삽교천,수은 Hg (㎎/ℓ),03,0.0,0.0
삽교천,수은 Hg (㎎/ℓ),04,0.0,0.0
삽교천,수은 Hg (㎎/ℓ),05,0.0,0.0
삽교천,수은 Hg (㎎/ℓ),06,0.0,0.0
삽교천,수은 Hg (㎎/ℓ),07,0.0,0.0
삽교천,수은 Hg (㎎/ℓ),08,0.0,0.0
삽교천,수은 Hg (㎎/ℓ),09,0.0,0.0
삽교천,수은 Hg (㎎/ℓ),10,0.0,0.0
삽교천,수은 Hg (㎎/ℓ),11,0.0,0.0
삽교천,수은 Hg (㎎/ℓ),12,0.0,0.0
삽교천,시안 CN (㎎/ℓ),01,0.0,0.0
삽교천,시안 CN (㎎/ℓ),02,0.0,0.0
삽교천,시안 CN (㎎/ℓ),03,0.0,0.0
삽교천,시안 CN (㎎/ℓ),04,0.0,0.0
삽교천,시안 CN (㎎/ℓ),05,0.0,0.0
삽교천,시안 CN (㎎/ℓ),06,0.0,0.0
삽교천,시안 CN (㎎/ℓ),07,0.0,0.0
삽교천,시안 CN (㎎/ℓ),08,0.0,0.0
삽교천,시안 CN (㎎/ℓ),09,0.0,0.0
삽교천,시안 CN (㎎/ℓ),10,0.0,0.0
삽교천,시안 CN (㎎/ℓ),11,0.0,0.0
삽교천,시안 CN (㎎/ℓ),12,0.0,0.0
삽교천,용존산소 DO (㎎/ℓ),01,0.0,16.833334
삽교천,용존산소 DO (㎎/ℓ),02,6.766667,14.133333
삽교천,용존산소 DO (㎎/ℓ),03,11.783334,13.216666
삽교천,용존산소 DO (㎎/ℓ),04,10.85,11.116667
삽교천,용존산소 DO (㎎/ℓ),05,10.683333,10.083333
삽교천,용존산소 DO (㎎/ℓ),06,10.533334,9.933333
삽교천,용존산소 DO (㎎/ℓ),07,13.9,10.0
삽교천,용존산소 DO (㎎/ℓ),08,7.5833335,9.183333
삽교천,용존산소 DO (㎎/ℓ),09,12.066667,9.75
삽교천,용존산소 DO (㎎/ℓ),10,1.9,10.416667
삽교천,용존산소 DO (㎎/ℓ),11,2.15,10.183333
삽교천,용존산소 DO (㎎/ℓ),12,14.85,13.0
삽교천,카드뮴 Cd (㎎/ℓ),01,0.0,0.0
삽교천,카드뮴 Cd (㎎/ℓ),02,0.0,0.0
삽교천,카드뮴 Cd (㎎/ℓ),03,0.0,0.0
삽교천,카드뮴 Cd (㎎/ℓ),04,0.0,0.0
삽교천,카드뮴 Cd (㎎/ℓ),05,0.0,0.0
삽교천,카드뮴 Cd (㎎/ℓ),06,0.0,0.0
삽교천,카드뮴 Cd (㎎/ℓ),07,0.0,0.0
삽교천,카드뮴 Cd (㎎/ℓ),08,0.0,0.0
삽교천,카드뮴 Cd (㎎/ℓ),09,0.0,0.0
삽교천,카드뮴 Cd (㎎/ℓ),10,0.0,0.0
삽교천,카드뮴 Cd (㎎/ℓ),11,0.0,0.0
삽교천,카드뮴 Cd (㎎/ℓ),12,0.0,0.0
섬진강,6가크롬 Cr6+ (㎎/ℓ),01,0.0,0.0
섬진강,6가크롬 Cr6+ (㎎/ℓ),02,0.0,0.0
섬진강,6가크롬 Cr6+ (㎎/ℓ),03,0.0,0.0
섬진강,6가크롬 Cr6+ (㎎/ℓ),04,0.0,0.0
섬진강,6가크롬 Cr6+ (㎎/ℓ),05,0.0,0.0
섬진강,6가크롬 Cr6+ (㎎/ℓ),06,0.0,0.0
섬진강,6가크롬 Cr6+ (㎎/ℓ),07,0.0,0.0
섬진강,6가크롬 Cr6+ (㎎/ℓ),08,0.0,0.0
섬진강,6가크롬 Cr6+ (㎎/ℓ),09,0.0,0.0
섬진강,6가크롬 Cr6+ (㎎/ℓ),10,0.0,0.0
섬진강,6가크롬 Cr6+ (㎎/ℓ),11,0.0,0.0
섬진강,6가크롬 Cr6+ (㎎/ℓ),12,0.0,0.0
섬진강,납 Pb (㎎/ℓ),01,1.5384616e-06,0.0
섬진강,납 Pb (㎎/ℓ),02,2.3076923e-06,7.692308e-07
섬진강,납 Pb (㎎/ℓ),03,1.5384616e-06,2.3076923e-06
섬진강,납 Pb (㎎/ℓ),04,0.0,7.692308e-07
섬진강,납 Pb (㎎/ℓ),05,0.0,7.692308e-07
섬진강,납 Pb (㎎/ℓ),06,0.0,1.5384616e-06
섬진강,납 Pb (㎎/ℓ),07,0.0,0.0
섬진강,납 Pb (㎎/ℓ),08,0.0,0.0
섬진강,납 Pb (㎎/ℓ),09,7.692308e-07,3.846154e-06
섬진강,납 Pb (㎎/ℓ),10,3.846154e-06,1.5384616e-06
섬진강,납 Pb (㎎/ℓ),11,1.5384616e-06,0.0
섬진강,납 Pb (㎎/ℓ),12,3.0769231e-06,0.0
섬진강,비소 As (㎎/ℓ),01,5.3846154e-05,5e-05
섬진강,비소 As (㎎/ℓ),02,5.4615386e-05,5.153846e-05
섬진강,비소 As (㎎/ℓ),03,5e-05,4.307692e-05
섬진강,비소 As (㎎/ℓ),04,4.6923076e-05,4.153846e-05
섬진강,비소 As (㎎/ℓ),05,0.0,3.4615383e-05
섬진강,비소 As (㎎/ℓ),06,1.5384616e-06,4.2307693e-05
섬진강,비소 As (㎎/ℓ),07,7.692308e-06,4.923077e-05
섬진강,비소 As (㎎/ℓ),08,2.3076923e-06,0.0
섬진강,비소 As (㎎/ℓ),09,6.846154e-05,7.615385e-05
섬진강,비소 As (㎎/ℓ),10,9.384615e-05,8.153846e-05
섬진강,비소 As (㎎/ℓ),11,8.230769e-05,6.615384e-05
섬진강,비소 As (㎎/ℓ),12,5.6923076e-05,6.076923e-05
섬진강,생물화학적산소요구량 BOD (㎎/ℓ),01,1.2461538,1.2615385
섬진강,생물화학적산소요구량 BOD (㎎/ℓ),02,1.3307692,1.1923077
섬진강,생물화학적산소요구량 BOD (㎎/ℓ),03,1.5846153,1.4461539
섬진강,생물화학적산소요구량 BOD (㎎/ℓ),04,1.4461539,1.5538461
섬진강,생물화학적산소요구량 BOD (㎎/ℓ),05,1.5230769,1.5076923
섬진강,생물화학적산소요구량 BOD (㎎/ℓ),06,1.3615384,1.6076924
섬진강,생물화학적산소요구량 BOD (㎎/ℓ),07,1.5384616,1.6384616
섬진강,생물화학적산소요구량 BOD (㎎/ℓ),08,1.9307692,2.4923077
섬진강,생물화학적산소요구량 BOD (㎎/ℓ),09,1.5615385,1.4692308
섬진강,생물화학적산소요구량 BOD (㎎/ℓ),10,1.676923,1.5846153
섬진강,생물화학적산소요구량 BOD (㎎/ℓ),11,1.4846153,1.2076923
섬진강,생물화학적산소요구량 BOD (㎎/ℓ),12,1.2846154,0.9846154
섬진강,수온 (℃),01,6.246154,7.9307694
섬진강,수온 (℃),02,5.5923076,6.6
섬진강,수온 (℃),03,6.976923,7.4307694
섬진강,수온 (℃),04,8.1,9.969231
섬진강,수온 (℃),05,12.538462,13.730769
섬진강,수온 (℃),06,15.2153845,17.753845
섬진강,수온 (℃),07,16.846153,18.96923
섬진강,수온 (℃),08,19.807692,18.96923
섬진강,수온 (℃),09,18.915384,19.992308
섬진강,수온 (℃),10,16.646154,17.407692
섬진강,수온 (℃),11,15.653846,15.2846155
섬진강,수온 (℃),12,11.530769,10.9
섬진강,수은 Hg (㎎/ℓ),01,2.3076923e-08,7.692308e-09
섬진강,수은 Hg (㎎/ℓ),02,1e-07,0.0
섬진강,수은 Hg (㎎/ℓ),03,6.1538465e-08,4.6153847e-08
섬진강,수은 Hg (㎎/ℓ),04,3.846154e-08,2.3076923e-08
섬진강,수은 Hg (㎎/ℓ),05,9.2307694e-08,0.0
섬진강,수은 Hg (㎎/ℓ),06,0.0,0.0
섬진강,수은 Hg (㎎/ℓ),07,0.0,1.5384616e-08
섬진강,수은 Hg (㎎/ℓ),08,0.0,0.0
섬진강,수은 Hg (㎎/ℓ),09,1.5384616e-08,0.0
섬진강,수은 Hg (㎎/ℓ),10,7.692308e-09,0.0
섬진강,수은 Hg (㎎/ℓ),11,7.692308e-09,7.692308e-09
섬진강,수은 Hg (㎎/ℓ),12,3.846154e-08,7.692308e-09
섬진강,시안 CN (㎎/ℓ),01,0.0,0.0
섬진강,시안 CN (㎎/ℓ),02,0.0,0.0
섬진강,시안 CN (㎎/ℓ),03,0.0,0.0
섬진강,시안 CN (㎎/ℓ),04,0.0,0.0
섬진강,시안 CN (㎎/ℓ),05,0.0,0.0
섬진강,시안 CN (㎎/ℓ),06,0.0,0.0
섬진강,시안 CN (㎎/ℓ),07,0.0,0.0
섬진강,시안 CN (㎎/ℓ),08,0.0,0.0
섬진강,시안 CN (㎎/ℓ),09,0.0,0.0
섬진강,시안 CN (㎎/ℓ),10,0.0,0.0
섬진강,시안 CN (㎎/ℓ),11,0.0,0.0
섬진강,시안 CN (㎎/ℓ),12,0.0,0.0
섬진강,용존산소 DO (㎎/ℓ),01,10.692307,10.692307
섬진강,용존산소 DO (㎎/ℓ),02,11.615385,11.16923
섬진강,용존산소 DO (㎎/ℓ),03,11.5,11.369231
섬진강,용존산소 DO (㎎/ℓ),04,10.892307,10.684615
섬진강,용존산소 DO (㎎/ℓ),05,9.192307,9.676923
섬진강,용존산소 DO (㎎/ℓ),06,8.746154,8.853847
섬진강,용존산소 DO (㎎/ℓ),07,7.4615383,8.061539
섬진강,용존산소 DO (㎎/ℓ),08,7.3923078,8.0
섬진강,용존산소 DO (㎎/ℓ),09,5.8692307,7.2153845
섬진강,용존산소 DO (㎎/ℓ),10,7.3846154,7.353846
섬진강,용존산소 DO (㎎/ℓ),11,7.707692,8.446154
섬진강,용존산소 DO (㎎/ℓ),12,9.2615385,9.807693
섬진강,카드뮴 Cd (㎎/ℓ),01,1.5384616e-06,0.0
섬진강,카드뮴 Cd (㎎/ℓ),02,7.692308e-07,0.0
섬진강,카드뮴 Cd (㎎/ℓ),03,7.692308e-07,7.692308e-07
섬진강,카드뮴 Cd (㎎/ℓ),04,0.0,0.0
섬진강,카드뮴 Cd (㎎/ℓ),05,0.0,0.0
섬진강,카드뮴 Cd (㎎/ℓ),06,0.0,0.0
섬진강,카드뮴 Cd (㎎/ℓ),07,0.0,0.0
섬진강,카드뮴 Cd (㎎/ℓ),08,0.0,0.0
섬진강,카드뮴 Cd (㎎/ℓ),09,7.692308e-07,7.692308e-07
섬진강,카드뮴 Cd (㎎/ℓ),10,7.692308e-07,7.692308e-07
섬진강,카드뮴 Cd (㎎/ℓ),11,0.0,0.0
섬진강,카드뮴 Cd (㎎/ℓ),12,7.692308e-07,0.0
수어천,6가크롬 Cr6+ (㎎/ℓ),01,0.0,0.0
수어천,6가크롬 Cr6+ (㎎/ℓ),02,0.0,0.0
수어천,6가크롬 Cr6+ (㎎/ℓ),03,0.0,0.0
수어천,6가크롬 Cr6+ (㎎/ℓ),04,0.0,0.0
수어천,6가크롬 Cr6+ (㎎/ℓ),05,0.0,0.0
수어천,6가크롬 Cr6+ (㎎/ℓ),06,0.0,0.0
수어천,6가크롬 Cr6+ (㎎/ℓ),07,0.0,0.0
수어천,6가크롬 Cr6+ (㎎/ℓ),08,0.0,0.0
수어천,6가크롬 Cr6+ (㎎/ℓ),09,0.0,0.0
수어천,6가크롬 Cr6+ (㎎/ℓ),10,0.0,0.0
수어천,6가크롬 Cr6+ (㎎/ℓ),11,0.0,0.0
수어천,6가크롬 Cr6+ (㎎/ℓ),12,0.0,0.0
수어천,납 Pb (㎎/ℓ),01,0.0,0.0
수어천,납 Pb (㎎/ℓ),02,0.0,0.0
수어천,납 Pb (㎎/ℓ),03,0.0,0.0
수어천,납 Pb (㎎/ℓ),04,0.0,0.0
수어천,납 Pb (㎎/ℓ),05,0.0,0.0
수어천,납 Pb (㎎/ℓ),06,0.0,0.0
수어천,납 Pb (㎎/ℓ),07,0.0,0.0
수어천,납 Pb (㎎/ℓ),08,0.0,0.0
수어천,납 Pb (㎎/ℓ),09,0.0,0.0
수어천,납 Pb (㎎/ℓ),10,0.0,0.0
수어천,납 Pb (㎎/ℓ),11,0.0,0.0
수어천,납 Pb (㎎/ℓ),12,0.0,0.0
수어천,비소 As (㎎/ℓ),01,0.0,0.0
수어천,비소 As (㎎/ℓ),02,0.0,0.0
수어천,비소 As (㎎/ℓ),03,0.0,0.0
수어천,비소 As (㎎/ℓ),04,0.0,0.0
수어천,비소 As (㎎/ℓ),05,0.0,0.0
수어천,비소 As (㎎/ℓ),06,0.0,0.0
수어천,비소 As (㎎/ℓ),07,0.0,0.0
수어천,비소 As (㎎/ℓ),08,0.0,0.0
수어천,비소 As (㎎/ℓ),09,0.0,0.0
수어천,비소 As (㎎/ℓ),10,0.0,0.0
수어천,비소 As (㎎/ℓ),11,0.0,0.0
수어천,비소 As (㎎/ℓ),12,0.0,0.0
수어천,생물화학적산소요구량 BOD (㎎/ℓ),01,1.3,0.7
수어천,생물화학적산소요구량 BOD (㎎/ℓ),02,1.15,1.2
수어천,생물화학적산소요구량 BOD (㎎/ℓ),03,1.4,1.35
수어천,생물화학적산소요구량 BOD (㎎/ℓ),04,1.15,1.05
수어천,생물화학적산소요구량 BOD (㎎/ℓ),05,1.25,1.5
수어천,생물화학적산소요구량 BOD (㎎/ℓ),06,1.45,1.65
수어천,생물화학적산소요구량 BOD (㎎/ℓ),07,1.35,1.2
수어천,생물화학적산소요구량 BOD (㎎/ℓ),08,0.7,1.8
수어천,생물화학적산소요구량 BOD (㎎/ℓ),09,0.95,1.05
수어천,생물화학적산소요구량 BOD (㎎/ℓ),10,1.05,1.15
수어천,생물화학적산소요구량 BOD (㎎/ℓ),11,0.8,0.95
수어천,생물화학적산소요구량 BOD (㎎/ℓ),12,2.2,1.15
수어천,수온 (℃),01,6.1,7.15
수어천,수온 (℃),02,5.55,8.8
수어천,수온 (℃),03,8.5,8.6
수어천,수온 (℃),04,12.1,13.8
수어천,수온 (℃),05,17.65,18.3
수어천,수온 (℃),06,19.35,22.0
수어천,수온 (℃),07,23.65,23.65
수어천,수온 (℃),08,24.7,5.25
수어천,수온 (℃),09,25.7,23.5
수어천,수온 (℃),10,22.4,21.6
수어천,수온 (℃),11,19.2,16.8
수어천,수온 (℃),12,12.55,12.35
수어천,수은 Hg (㎎/ℓ),01,0.0,0.0
수어천,수은 Hg (㎎/ℓ),02,0.0,0.0
수어천,수은 Hg (㎎/ℓ),03,0.0,0.0
수어천,수은 Hg (㎎/ℓ),04,0.0,0.0
수어천,수은 Hg (㎎/ℓ),05,0.0,0.0
수어천,수은 Hg (㎎/ℓ),06,0.0,0.0
수어천,수은 Hg (㎎/ℓ),07,0.0,0.0
수어천,수은 Hg (㎎/ℓ),08,0.0,0.0
수어천,수은 Hg (㎎/ℓ),09,0.0,0.0
수어천,수은 Hg (㎎/ℓ),10,0.0,0.0
수어천,수은 Hg (㎎/ℓ),11,0.0,0.0
수어천,수은 Hg (㎎/ℓ),12,0.0,0.0
수어천,시안 CN (㎎/ℓ),01,0.0,0.0
수어천,시안 CN (㎎/ℓ),02,0.0,0.0
수어천,시안 CN (㎎/ℓ),03,0.0,0.0
수어천,시안 CN (㎎/ℓ),04,0.0,0.0
수어천,시안 CN (㎎/ℓ),05,0.0,0.0
수어천,시안 CN (㎎/ℓ),06,0.0,0.0
수어천,시안 CN (㎎/ℓ),07,0.0,0.0
수어천,시안 CN (㎎/ℓ),08,0.0,0.0
수어천,시안 CN (㎎/ℓ),09,0.0,0.0
수어천,시안 CN (㎎/ℓ),10,0.0,0.0
수어천,시안 CN (㎎/ℓ),11,0.0,0.0
수어천,시안 CN (㎎/ℓ),12,0.0,0.0
수어천,용존산소 DO (㎎/ℓ),01,11.9,8.95
수어천,용존산소 DO (㎎/ℓ),02,11.5,10.7
수어천,용존산소 DO (㎎/ℓ),03,11.4,11.35
수어천,용존산소 DO (㎎/ℓ),04,10.05,9.8
수어천,용존산소 DO (㎎/ℓ),05,10.2,9.8
수어천,용존산소 DO (㎎/ℓ),06,8.05,9.95
수어천,용존산소 DO (㎎/ℓ),07,7.5,6.95
수어천,용존산소 DO (㎎/ℓ),08,7.65,10.65
수어천,용존산소 DO (㎎/ℓ),09,7.45,7.25
수어천,용존산소 DO (㎎/ℓ),10,7.85,7.25
수어천,용존산소 DO (㎎/ℓ),11,8.05,10.5
수어천,용존산소 DO (㎎/ℓ),12,9.5,9.25
수어천,카드뮴 Cd (㎎/ℓ),01,0.0,0.0
수어천,카드뮴 Cd (㎎/ℓ),02,0.0,0.0
수어천,카드뮴 Cd (㎎/ℓ),03,0.0,0.0
수어천,카드뮴 Cd (㎎/ℓ),04,0.0,0.0
수어천,카드뮴 Cd (㎎/ℓ),05,0.0,0.0
수어천,카드뮴 Cd (㎎/ℓ),06,0.0,0.0
수어천,카드뮴 Cd (㎎/ℓ),07,0.0,0.0
수어천,카드뮴 Cd (㎎/ℓ),08,0.0,0.0
수어천,카드뮴 Cd (㎎/ℓ),09,0.0,0.0
수어천,카드뮴 Cd (㎎/ℓ),10,0.0,0.0
수어천,카드뮴 Cd (㎎/ℓ),11,0.0,0.0
수어천,카드뮴 Cd (㎎/ℓ),12,0.0,0.0
안성천,6가크롬 Cr6+ (㎎/ℓ),01,0.0,0.0
안성천,6가크롬 Cr6+ (㎎/ℓ),02,0.0,0.0
안성천,6가크롬 Cr6+ (㎎/ℓ),03,0.0,0.0
안성천,6가크롬 Cr6+ (㎎/ℓ),04,0.0,0.0
안성천,6가크롬 Cr6+ (㎎/ℓ),05,0.0,0.0
안성천,6가크롬 Cr6+ (㎎/ℓ),06,0.0,0.0
안성천,6가크롬 Cr6+ (㎎/ℓ),07,0.0,0.0
안성천,6가크롬 Cr6+ (㎎/ℓ),08,0.0,0.0
안성천,6가크롬 Cr6+ (㎎/ℓ),09,0.0,0.0
안성천,6가크롬 Cr6+ (㎎/ℓ),10,0.0,0.0
안성천,6가크롬 Cr6+ (㎎/ℓ),11,0.0,0.0
안성천,6가크롬 Cr6+ (㎎/ℓ),12,0.0,0.0005
안성천,납 Pb (㎎/ℓ),01,0.0,0.0
안성천,납 Pb (㎎/ℓ),02,0.0,0.0
안성천,납 Pb (㎎/ℓ),03,0.0,0.0
안성천,납 Pb (㎎/ℓ),04,0.0,0.0
안성천,납 Pb (㎎/ℓ),05,0.0,0.0
안성천,납 Pb (㎎/ℓ),06,0.0,0.0
안성천,납 Pb (㎎/ℓ),07,0.0,0.0
안성천,납 Pb (㎎/ℓ),08,0.0,0.0
안성천,납 Pb (㎎/ℓ),09,0.0,0.0
안성천,납 Pb (㎎/ℓ),10,0.0,0.0
안성천,납 Pb (㎎/ℓ),11,0.0,0.0
안성천,납 Pb (㎎/ℓ),12,0.0,0.0
안성천,비소 As (㎎/ℓ),01,0.0,0.0
안성천,비소 As (㎎/ℓ),02,0.0,0.0
안성천,비소 As (㎎/ℓ),03,0.0,0.0
안성천,비소 As (㎎/ℓ),04,0.0,0.0
안성천,비소 As (㎎/ℓ),05,0.0,0.0
안성천,비소 As (㎎/ℓ),06,0.0,0.0
안성천,비소 As (㎎/ℓ),07,0.0,0.0
안성천,비소 As (㎎/ℓ),08,0.0,0.0
안성천,비소 As (㎎/ℓ),09,0.0,0.0
안성천,비소 As (㎎/ℓ),10,0.0,0.0
안성천,비소 As (㎎/ℓ),11,0.0,0.0
안성천,비소 As (㎎/ℓ),12,0.0,0.0
안성천,생물화학적산소요구량 BOD (㎎/ℓ),01,0.0,1.475
안성천,생물화학적산소요구량 BOD (㎎/ℓ),02,1.2375,2.225
안성천,생물화학적산소요구량 BOD (㎎/ℓ),03,2.425,3.0125
안성천,생물화학적산소요구량 BOD (㎎/ℓ),04,1.975,1.5
안성천,생물화학적산소요구량 BOD (㎎/ℓ),05,2.425,2.0125
안성천,생물화학적산소요구량 BOD (㎎/ℓ),06,3.0,3.05
안성천,생물화학적산소요구량 BOD (㎎/ℓ),07,3.0625,2.6875
안성천,생물화학적산소요구량 BOD (㎎/ℓ),08,4.25,1.05
안성천,생물화학적산소요구량 BOD (㎎/ℓ),09,2.7,4.4
안성천,생물화학적산소요구량 BOD (㎎/ℓ),10,2.375,2.9375
안성천,생물화학적산소요구량 BOD (㎎/ℓ),11,2.1125,2.3375
안성천,생물화학적산소요구량 BOD (㎎/ℓ),12,1.6,1.65
안성천,수온 (℃),01,0.0,3.375
안성천,수온 (℃),02,1.475,2.8
안성천,수온 (℃),03,7.7625,8.6
안성천,수온 (℃),04,10.55,12.8625
안성천,수온 (℃),05,21.0,19.1125
안성천,수온 (℃),06,22.925,25.5375
안성천,수온 (℃),07,26.1375,25.0375
안성천,수온 (℃),08,29.5875,18.525
안성천,수온 (℃),09,25.45,23.3375
안성천,수온 (℃),10,19.55,19.45
안성천,수온 (℃),11,13.85,13.3125
안성천,수온 (℃),12,6.5125,7.85
안성천,수은 Hg (㎎/ℓ),01,0.0,0.0
안성천,수은 Hg (㎎/ℓ),02,0.0,0.0
안성천,수은 Hg (㎎/ℓ),03,0.0,0.0
안성천,수은 Hg (㎎/ℓ),04,0.0,0.0
안성천,수은 Hg (㎎/ℓ),05,0.0,0.0
안성천,수은 Hg (㎎/ℓ),06,0.0,0.0
안성천,수은 Hg (㎎/ℓ),07,0.0,0.0
안성천,수은 Hg (㎎/ℓ),08,0.0,0.0
안성천,수은 Hg (㎎/ℓ),09,0.0,0.0
안성천,수은 Hg (㎎/ℓ),10,0.0,0.0
안성천,수은 Hg (㎎/ℓ),11,0.0,0.0
안성천,수은 Hg (㎎/ℓ),12,0.0,0.0
안성천,시안 CN (㎎/ℓ),01,0.0,0.0
안성천,시안 CN (㎎/ℓ),02,0.0,0.0
안성천,시안 CN (㎎/ℓ),03,0.0,0.0
안성천,시안 CN (㎎/ℓ),04,0.0,0.0
안성천,시안 CN (㎎/ℓ),05,0.0,0.0
안성천,시안 CN (㎎/ℓ),06,0.0,0.0
안성천,시안 CN (㎎/ℓ),07,0.0,0.0
안성천,시안 CN (㎎/ℓ),08,0.0,0.0
안성천,시안 CN (㎎/ℓ),09,0.0,0.0
안성천,시안 CN (㎎/ℓ),10,0.0,0.0
안성천,시안 CN (㎎/ℓ),11,0.0,0.0
안성천,시안 CN (㎎/ℓ),12,0.0,0.0
안성천,용존산소 DO (㎎/ℓ),01,0.0,12.025
안성천,용존산소 DO (㎎/ℓ),02,6.2,11.275
안성천,용존산소 DO (㎎/ℓ),03,13.9375,15.425
안성천,용존산소 DO (㎎/ℓ),04,11.15,10.3375
안성천,용존산소 DO (㎎/ℓ),05,10.825,9.1125
안성천,용존산소 DO (㎎/ℓ),06,9.4625,8.3
안성천,용존산소 DO (㎎/ℓ),07,10.0875,8.65
안성천,용존산소 DO (㎎/ℓ),08,10.6625,6.6375
안성천,용존산소 DO (㎎/ℓ),09,8.6125,10.55
안성천,용존산소 DO (㎎/ℓ),10,7.85,9.5625
안성천,용존산소 DO (㎎/ℓ),11,8.3,9.875
안성천,용존산소 DO (㎎/ℓ),12,10.9375,11.0375
안성천,카드뮴 Cd (㎎/ℓ),01,0.0,0.0
안성천,카드뮴 Cd (㎎/ℓ),02,0.0,0.0
안성천,카드뮴 Cd (㎎/ℓ),03,0.0,0.0
안성천,카드뮴 Cd (㎎/ℓ),04,0.0,0.0
안성천,카드뮴 Cd (㎎/ℓ),05,0.0,0.0
안성천,카드뮴 Cd (㎎/ℓ),06,0.0,0.0
안성천,카드뮴 Cd (㎎/ℓ),07,0.0,0.0
안성천,카드뮴 Cd (㎎/ℓ),08,0.0,0.0
안성천,카드뮴 Cd (㎎/ℓ),09,0.0,0.0
안성천,카드뮴 Cd (㎎/ℓ),10,0.0,0.0
안성천,카드뮴 Cd (㎎/ℓ),11,0.0,0.0
안성천,카드뮴 Cd (㎎/ℓ),12,0.0,0.0
영산강,6가크롬 Cr6+ (㎎/ℓ),01,0.0,0.0
영산강,6가크롬 Cr6+ (㎎/ℓ),02,0.0,0.0
영산강,6가크롬 Cr6+ (㎎/ℓ),03,0.0,0.0
영산강,6가크롬 Cr6+ (㎎/ℓ),04,0.0,0.0
영산강,6가크롬 Cr6+ (㎎/ℓ),05,0.0,0.0
영산강,6가크롬 Cr6+ (㎎/ℓ),06,0.0,0.0
영산강,6가크롬 Cr6+ (㎎/ℓ),07,0.0,0.0
영산강,6가크롬 Cr6+ (㎎/ℓ),08,0.0,0.0
영산강,6가크롬 Cr6+ (㎎/ℓ),09,0.0,0.0
영산강,6가크롬 Cr6+ (㎎/ℓ),10,0.0,0.0
영산강,6가크롬 Cr6+ (㎎/ℓ),11,0.0,0.0
영산강,6가크롬 Cr6+ (㎎/ℓ),12,0.0,0.0
영산강,납 Pb (㎎/ℓ),01,0.0,0.0
영산강,납 Pb (㎎/ℓ),02,0.0,0.0
영산강,납 Pb (㎎/ℓ),03,0.0,0.0
영산강,납 Pb (㎎/ℓ),04,0.0,0.0
영산강,납 Pb (㎎/ℓ),05,0.0,0.0
영산강,납 Pb (㎎/ℓ),06,0.0,0.0
