"수계별(1)","수계별(2)",항목,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12
"한강","충주조정지댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","충주조정지댐1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"한강","충주조정지댐1",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","충주조정지댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"한강","충주조정지댐1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","충주조정지댐1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"한강","충주조정지댐2",생물화학적산소요구량 BOD (㎎/ℓ),2.1,1.6,1.8,2.2,2.8,2.2,2.2,2.0,1.8
"한강","충주조정지댐2",용존산소 DO (㎎/ℓ),12.2,11.4,10.2,8.2,9.2,8.3,10.7,10.2,10.8
"한강","충주조정지댐2",수온 (℃),12.3,16.8,17.7,21.6,29.6,21.1,19.6,13.6,11.2
"한강","충주조정지댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","충주조정지댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"한강","충주조정지댐2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","충주조정지댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"한강","충주조정지댐2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","충주조정지댐2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"한강","조정지댐2",수온 (℃),-,-,-,-,28.4,-,-,-,-
"한강","조정지댐4",수온 (℃),-,-,-,-,28.9,-,-,-,-
"한강","괴산댐1",생물화학적산소요구량 BOD (㎎/ℓ),1.0,2.0,1.6,1.7,1.3,1.9,0.9,1.3,0.6
"한강","괴산댐1",용존산소 DO (㎎/ℓ),11.2,11.3,9.7,12.6,8.2,9.0,8.8,11.4,10.4
"한강","괴산댐1",수온 (℃),14.8,21.0,23.4,26.3,26.6,23.4,21.1,13.3,9.0
"한강","괴산댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","괴산댐1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"한강","괴산댐1",납 Pb (㎎/ℓ),-,-,0.00041,-,-,0.00000,-,-,0.00089
"한강","괴산댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"한강","괴산댐1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","괴산댐1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"한강","괴산댐2",생물화학적산소요구량 BOD (㎎/ℓ),1.3,1.7,2.0,0.8,0.6,1.6,1.3,1.3,0.8
"한강","괴산댐2",용존산소 DO (㎎/ℓ),11.4,10.0,10.5,10.5,8.7,9.0,9.2,11.7,11.6
"한강","괴산댐2",수온 (℃),13.6,21.0,22.6,25.4,21.0,20.7,20.3,9.8,7.0
"한강","괴산댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00003,-,-,0.00031,-,-,0.00000
"한강","괴산댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"한강","괴산댐2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00179
"한강","괴산댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"한강","괴산댐2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","괴산댐2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"한강","괴산댐3",생물화학적산소요구량 BOD (㎎/ℓ),0.9,2.0,1.8,0.6,1.3,1.6,0.8,1.7,0.8
"한강","괴산댐3",용존산소 DO (㎎/ℓ),10.4,9.5,8.9,8.9,8.3,9.1,9.5,11.5,12.8
"한강","괴산댐3",수온 (℃),14.9,21.0,22.7,24.9,20.9,21.4,18.4,10.5,4.9
"한강","괴산댐3",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","괴산댐3",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"한강","괴산댐3",납 Pb (㎎/ℓ),-,-,0.00142,-,-,0.00000,-,-,0.00062
"한강","괴산댐3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"한강","괴산댐3",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","괴산댐3",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"한강","횡성댐1",생물화학적산소요구량 BOD (㎎/ℓ),1.8,2.3,1.5,1.8,1.0,2.3,2.2,2.0,1.4
"한강","횡성댐1",용존산소 DO (㎎/ℓ),9.5,9.2,8.0,7.9,8.5,5.2,6.2,4.4,7.8
"한강","횡성댐1",수온 (℃),6.8,8.0,9.9,11.0,19.0,10.3,9.6,8.0,6.8
"한강","횡성댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","횡성댐1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"한강","횡성댐1",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","횡성댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"한강","횡성댐1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","횡성댐1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"한강","횡성댐2",생물화학적산소요구량 BOD (㎎/ℓ),1.7,2.4,1.9,2.0,-,2.1,2.1,2.1,1.2
"한강","횡성댐2",용존산소 DO (㎎/ℓ),10.4,9.0,7.5,5.5,-,5.8,6.9,7.2,12.7
"한강","횡성댐2",수온 (℃),6.7,9.3,9.1,9.7,20.8,11.4,13.8,10.0,6.9
"한강","횡성댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","횡성댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"한강","횡성댐2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","횡성댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"한강","횡성댐2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","횡성댐2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"한강","횡성댐3",생물화학적산소요구량 BOD (㎎/ℓ),2.6,2.9,1.6,2.8,-,2.5,2.5,2.4,2.0
"한강","횡성댐3",용존산소 DO (㎎/ℓ),10.2,11.0,10.2,9.7,-,8.7,11.0,10.7,11.3
"한강","횡성댐3",수온 (℃),11.1,17.0,20.5,25.3,22.2,22.9,18.5,10.8,7.6
"한강","횡성댐3",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","횡성댐3",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"한강","횡성댐3",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","횡성댐3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"한강","횡성댐3",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","횡성댐3",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"한강","광동댐20",수온 (℃),-,-,-,-,24.7,-,-,-,-
"한강","광동댐",생물화학적산소요구량 BOD (㎎/ℓ),1.3,1.4,0.9,1.4,1.6,1.6,1.6,1.4,1.6
"한강","광동댐",용존산소 DO (㎎/ℓ),14.1,11.9,11.0,10.5,13.0,10.6,11.6,12.1,14.7
"한강","광동댐",수온 (℃),5.0,11.3,14.6,14.2,20.3,12.7,10.4,5.5,0.3
"한강","광동댐",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","광동댐",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"한강","광동댐",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","광동댐",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"한강","광동댐",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"한강","광동댐",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"한강","석촌호1",수온 (℃),-,-,-,-,12.6,-,-,-,-
"한강","석촌호2",수온 (℃),-,-,-,-,14.3,-,-,-,-
"한강","석촌호3",수온 (℃),-,-,-,-,16.3,-,-,-,-
"한강","석촌호4",수온 (℃),-,-,-,-,16.7,-,-,-,-
"한강","석촌호5",수온 (℃),-,-,-,-,24.7,-,-,-,-
"한강","석촌호6",수온 (℃),-,-,-,-,24.0,-,-,-,-
"한강","석촌호7",수온 (℃),-,-,-,-,11.1,-,-,-,-
"한강","석촌호8",수온 (℃),-,-,-,-,21.9,-,-,-,-
"한강","석촌호9",수온 (℃),-,-,-,-,19.5,-,-,-,-
"한강","석촌호10",수온 (℃),-,-,-,-,22.8,-,-,-,-
"한강","석촌호11",수온 (℃),-,-,-,-,21.0,-,-,-,-
"한강","평화의댐2",생물화학적산소요구량 BOD (㎎/ℓ),-,-,0.9,1.0,3.2,0.4,1.4,1.4,-
"한강","평화의댐2",용존산소 DO (㎎/ℓ),-,-,7.5,7.5,8.7,9.0,9.1,10.3,-
"한강","평화의댐2",수온 (℃),-,-,22.8,26.8,21.1,20.2,18.8,12.8,-
"한강","평화의댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,-
"한강","평화의댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,-
"한강","평화의댐2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,-
"한강","평화의댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,-
"한강","평화의댐2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,-
"한강","평화의댐2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,-
"한강","평화의댐1",생물화학적산소요구량 BOD (㎎/ℓ),-,-,0.9,1.1,2.5,0.4,1.4,1.5,-
"한강","평화의댐1",용존산소 DO (㎎/ℓ),-,-,7.7,7.4,9.4,9.1,8.7,9.8,-
"한강","평화의댐1",수온 (℃),-,-,23.2,27.4,24.5,19.0,19.9,13.5,-
"한강","평화의댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,-
"한강","평화의댐1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,-
"한강","평화의댐1",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,-
"한강","평화의댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,-
"한강","평화의댐1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,-
"한강","평화의댐1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,-
"낙동강","안동댐1",생물화학적산소요구량 BOD (㎎/ℓ),0.6,0.5,0.8,0.6,1.8,1.3,2.0,0.9,0.7
"낙동강","안동댐1",용존산소 DO (㎎/ℓ),9.1,10.0,7.7,7.8,8.7,7.3,6.3,6.7,6.6
"낙동강","안동댐1",수온 (℃),7.1,9.3,12.1,12.6,25.0,16.8,15.9,14.8,10.8
"낙동강","안동댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","안동댐1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","안동댐1",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","안동댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","안동댐1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","안동댐1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","안동댐2",생물화학적산소요구량 BOD (㎎/ℓ),1.0,0.5,1.0,0.9,2.3,1.6,1.4,0.4,0.6
"낙동강","안동댐2",용존산소 DO (㎎/ℓ),9.7,9.5,8.6,7.6,12.8,6.5,5.8,6.5,7.0
"낙동강","안동댐2",수온 (℃),7.8,10.3,12.7,14.1,24.4,17.3,16.9,15.0,11.2
"낙동강","안동댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","안동댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","안동댐2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","안동댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","안동댐2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","안동댐2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","안동댐3",생물화학적산소요구량 BOD (㎎/ℓ),0.9,0.6,0.5,0.9,2.5,1.5,1.9,1.5,0.8
"낙동강","안동댐3",용존산소 DO (㎎/ℓ),10.3,9.5,9.0,6.9,6.8,6.1,6.9,6.6,7.7
"낙동강","안동댐3",수온 (℃),8.2,10.7,13.6,15.4,32.1,17.8,17.5,15.6,11.9
"낙동강","안동댐3",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","안동댐3",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","안동댐3",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","안동댐3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","안동댐3",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","안동댐3",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","임하댐1",생물화학적산소요구량 BOD (㎎/ℓ),1.0,1.0,0.6,0.9,2.7,1.2,1.1,0.5,1.0
"낙동강","임하댐1",용존산소 DO (㎎/ℓ),10.1,8.5,7.8,7.0,9.3,5.6,5.7,6.0,6.9
"낙동강","임하댐1",수온 (℃),7.4,9.4,11.2,12.1,22.2,17.1,17.0,14.0,10.6
"낙동강","임하댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","임하댐1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","임하댐1",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","임하댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","임하댐1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","임하댐1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","임하댐2",생물화학적산소요구량 BOD (㎎/ℓ),1.0,0.9,0.7,0.8,6.1,1.1,1.6,0.3,1.5
"낙동강","임하댐2",용존산소 DO (㎎/ℓ),10.7,8.9,9.0,8.1,7.0,5.6,7.0,7.7,9.3
"낙동강","임하댐2",수온 (℃),7.9,10.2,12.6,24.1,22.7,21.2,20.7,15.7,11.2
"낙동강","임하댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","임하댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","임하댐2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","임하댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","임하댐2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","임하댐2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","임하댐3",생물화학적산소요구량 BOD (㎎/ℓ),1.0,0.7,1.0,1.0,1.3,1.3,2.3,0.3,1.2
"낙동강","임하댐3",용존산소 DO (㎎/ℓ),11.0,9.3,9.0,7.1,7.1,6.8,5.4,8.4,9.0
"낙동강","임하댐3",수온 (℃),8.1,13.4,19.5,24.4,22.6,20.5,20.8,15.3,10.4
"낙동강","임하댐3",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","임하댐3",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","임하댐3",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","임하댐3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","임하댐3",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","임하댐3",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","영천댐1",생물화학적산소요구량 BOD (㎎/ℓ),3.2,2.6,2.9,3.1,2.7,4.0,4.2,3.6,4.1
"낙동강","영천댐1",용존산소 DO (㎎/ℓ),11.4,9.2,8.3,8.3,6.7,5.9,7.0,8.4,10.8
"낙동강","영천댐1",수온 (℃),10.8,15.4,19.6,22.9,21.2,22.9,19.9,16.6,9.5
"낙동강","영천댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","영천댐1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","영천댐1",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","영천댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","영천댐1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","영천댐1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","영천댐2",생물화학적산소요구량 BOD (㎎/ℓ),3.1,3.0,3.1,3.1,8.4,3.8,4.2,3.3,4.3
"낙동강","영천댐2",용존산소 DO (㎎/ℓ),11.8,9.7,9.4,8.8,9.5,5.3,9.5,9.3,11.3
"낙동강","영천댐2",수온 (℃),11.6,17.0,20.6,24.4,13.9,23.1,20.4,16.0,8.9
"낙동강","영천댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","영천댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","영천댐2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","영천댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","영천댐2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","영천댐2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","가창댐1",생물화학적산소요구량 BOD (㎎/ℓ),0.8,1.5,0.8,0.9,1.1,0.8,0.8,0.4,0.8
"낙동강","가창댐1",용존산소 DO (㎎/ℓ),9.3,8.6,8.0,5.6,7.6,5.9,5.4,6.7,9.3
"낙동강","가창댐1",수온 (℃),9.5,15.6,21.6,23.5,19.9,19.8,18.9,16.4,10.3
"낙동강","가창댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","가창댐1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","가창댐1",납 Pb (㎎/ℓ),-,-,0.00479,-,-,0.00278,-,-,0.00140
"낙동강","가창댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","가창댐1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","가창댐1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","가창댐2",생물화학적산소요구량 BOD (㎎/ℓ),0.6,0.8,0.6,0.6,0.8,0.1,0.2,0.3,0.9
"낙동강","가창댐2",용존산소 DO (㎎/ℓ),9.7,8.0,6.5,7.4,5.2,8.6,7.9,10.1,12.7
"낙동강","가창댐2",수온 (℃),13.7,21.8,23.7,23.8,17.1,20.0,19.3,14.2,5.6
"낙동강","가창댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","가창댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","가창댐2",납 Pb (㎎/ℓ),-,-,0.00327,-,-,0.00250,-,-,0.00000
"낙동강","가창댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","가창댐2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","가창댐2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","남강댐1",생물화학적산소요구량 BOD (㎎/ℓ),0.9,0.7,1.1,1.9,1.0,1.4,1.1,1.4,1.3
"낙동강","남강댐1",용존산소 DO (㎎/ℓ),11.1,8.4,5.9,5.7,7.9,8.5,9.7,8.6,11.1
"낙동강","남강댐1",수온 (℃),13.4,16.9,19.4,22.6,22.1,20.4,20.2,16.6,10.9
"낙동강","남강댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","남강댐1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","남강댐1",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","남강댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","남강댐1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","남강댐1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","남강댐2",생물화학적산소요구량 BOD (㎎/ℓ),0.8,0.7,1.2,1.9,1.2,1.2,1.0,1.5,1.4
"낙동강","남강댐2",용존산소 DO (㎎/ℓ),10.6,9.1,7.1,8.4,7.2,8.9,9.4,8.9,10.1
"낙동강","남강댐2",수온 (℃),13.4,18.4,23.2,24.1,19.2,20.9,20.4,16.6,11.6
"낙동강","남강댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","남강댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","남강댐2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","남강댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","남강댐2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","남강댐2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","남강댐3",생물화학적산소요구량 BOD (㎎/ℓ),1.1,0.8,1.2,2.0,1.4,1.5,1.3,1.5,1.5
"낙동강","남강댐3",용존산소 DO (㎎/ℓ),11.1,8.4,6.4,6.7,6.6,8.9,7.8,9.3,11.2
"낙동강","남강댐3",수온 (℃),13.6,18.3,23.6,24.1,19.3,19.8,20.3,16.3,11.9
"낙동강","남강댐3",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","남강댐3",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","남강댐3",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","남강댐3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","남강댐3",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","남강댐3",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","합천댐1",생물화학적산소요구량 BOD (㎎/ℓ),1.1,1.5,1.1,-,2.7,0.8,0.9,0.7,0.8
"낙동강","합천댐1",용존산소 DO (㎎/ℓ),9.3,8.5,8.0,-,8.4,5.2,5.2,5.8,7.3
"낙동강","합천댐1",수온 (℃),9.2,11.0,13.3,-,8.7,16.5,16.5,16.0,13.1
"낙동강","합천댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","합천댐1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","합천댐1",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","합천댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","합천댐1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","합천댐1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","합천댐2",생물화학적산소요구량 BOD (㎎/ℓ),1.1,1.6,1.5,-,2.0,1.1,0.9,0.7,1.4
"낙동강","합천댐2",용존산소 DO (㎎/ℓ),9.4,8.2,6.5,-,8.6,5.4,5.6,5.9,7.1
"낙동강","합천댐2",수온 (℃),9.0,10.7,12.6,-,9.9,17.5,17.8,16.1,12.2
"낙동강","합천댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","합천댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","합천댐2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","합천댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","합천댐2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","합천댐2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","합천댐3",생물화학적산소요구량 BOD (㎎/ℓ),1.2,1.5,1.4,-,1.7,1.0,1.0,1.0,1.1
"낙동강","합천댐3",용존산소 DO (㎎/ℓ),9.3,8.3,6.6,-,8.7,5.2,5.6,6.8,8.0
